iter	MultiClass
123	0.04887768197
124	0.04857774087
125	0.04835287312
126	0.04791230377
127	0.04692393203
128	0.04670860768
129	0.04654539419
130	0.04638490872
131	0.04609899843
132	0.04570208601
133	0.04545827065
134	0.04485249585
135	0.04451806933
136	0.04383713431
137	0.04364845684
138	0.04318264935
139	0.04293863366
140	0.04262666623
141	0.04233181017
142	0.04205106898
143	0.04188571683
144	0.04130648089
145	0.04080338944
146	0.04027377347
147	0.03998365468
148	0.03965881705
149	0.0395485203
150	0.03909354993
151	0.03894737471
152	0.03864568541
153	0.03840710114
154	0.03792343044
155	0.03782371902
156	0.03766714331
157	0.03744490531
158	0.0369196723
159	0.03658566909
160	0.03595558153
161	0.03586260924
162	0.03562249508
163	0.03537457811
164	0.03526323728
165	0.03482462616
166	0.03445958706
167	0.03428291018
168	0.03389453312
169	0.03366566399
170	0.03349610209
171	0.03317312685
172	0.03285863609
173	0.03273141305
174	0.03263584311
175	0.03251769042
176	0.03201473349
177	0.03162550604
178	0.03149017054
179	0.0311928547
180	0.03074776277
181	0.03036045375
182	0.03017091745
183	0.03003433488
184	0.02987897969
185	0.02954524526
186	0.02930377635
187	0.02915328905
188	0.02900279365
189	0.02881334653
190	0.02874534439
191	0.02857613922
192	0.02846205963
193	0.02828583609
194	0.0279914784
195	0.02780538387
196	0.02755126216
197	0.02746824958
198	0.02739575549
199	0.02733530905
200	0.02727662443
201	0.02707322998
202	0.02679354718
203	0.02665284232
204	0.02660612072
205	0.02621597539
206	0.02575923564
207	0.02545604466
208	0.02540362312
209	0.02519513765
210	0.02487930194
211	0.02458122447
212	0.02443598711
213	0.02429468248
214	0.02410104217
215	0.02406962054
216	0.02396981353
217	0.02378389376
218	0.0237319461
219	0.02363090414
220	0.02346287258
221	0.02334510321
222	0.02310094816
223	0.02297961415
224	0.02288331281
225	0.02277393026
226	0.02274739153
227	0.02269755043
228	0.0225547183
229	0.02249152328
230	0.02239833154
231	0.02222056779
232	0.02205595935
233	0.02199589196
234	0.02196424213
235	0.02162061569
236	0.02156423867
237	0.02152828741
238	0.02147399969
239	0.02132788239
240	0.0212620903
241	0.02101012283
242	0.02097570254
243	0.0209162974
244	0.02078850327
245	0.02073104593
246	0.02064948037
247	0.02038184634
248	0.02034403878
249	0.02022234985
250	0.02018248166
251	0.02009079497
252	0.01986800895
253	0.01977119203
254	0.01967381792
255	0.01956560093
256	0.01954246288
257	0.01945809135
258	0.01943470773
259	0.01939932143
260	0.01935761282
261	0.01929710175
262	0.01925727633
263	0.01918000689
264	0.01906147385
265	0.01902368097
266	0.0188894685
267	0.01883936451
268	0.01880397531
269	0.0186872588
270	0.0185944037
271	0.01853776022
272	0.01839672925
273	0.01830859719
274	0.01822106792
275	0.01811435693
276	0.01794709135
277	0.01789357576
278	0.01783715058
279	0.01780448219
280	0.01771661271
281	0.01767261774
282	0.01765358515
283	0.01758894503
284	0.01757315758
285	0.01739845986
286	0.01737415287
287	0.01735387153
288	0.0172729714
289	0.01712682523
290	0.01701030707
291	0.01699317852
292	0.01697116248
293	0.01695716973
294	0.01678854866
295	0.0166300624
296	0.01658587125
297	0.01651597712
298	0.01649194708
299	0.01636418737
300	0.01625813243
301	0.01619261708
302	0.0161496853
303	0.0161147847
304	0.01608483687
305	0.01605429795
306	0.01595377097
307	0.01592033318
308	0.01584114417
309	0.01578828606
310	0.01572970471
311	0.01557161713
312	0.0154829009
313	0.01544575012
314	0.01543701475
315	0.01538095626
316	0.0153653402
317	0.01534683681
318	0.01523799349
319	0.01520978903
320	0.01508510872
321	0.01506415348
322	0.01505249993
323	0.01501993016
324	0.0149501149
325	0.01491427509
326	0.01487399879
327	0.01477568371
328	0.01468747705
329	0.01466310053
330	0.01459015063
331	0.01445544061
332	0.01440515414
333	0.01436533736
334	0.01431124433
335	0.01427723937
336	0.01420503762
337	0.01419570892
338	0.01414625512
339	0.01413695003
340	0.01409622452
341	0.01407770653
342	0.01404680219
343	0.01403681325
344	0.01399111074
345	0.0139695548
346	0.01394348346
347	0.01390228807
348	0.01389386791
349	0.01387440137
350	0.01383721944
351	0.01375047671
352	0.01371588908
353	0.0136344781
354	0.01359063982
355	0.01343856638
356	0.01343132101
357	0.0134103176
358	0.01339587201
359	0.01336059616
360	0.0132884214
361	0.01326263423
362	0.01322618854
363	0.01317857415
364	0.01310480253
365	0.01298703717
366	0.01296834558
367	0.01295053264
368	0.01289650308
369	0.01286058688
370	0.01283405439
371	0.01280684793
372	0.0127928141
373	0.0127363063
374	0.01270957911
375	0.01266183132
376	0.0125516606
377	0.01243774165
378	0.01239405026
379	0.0123440767
380	0.01231625442
381	0.01227677497
382	0.01225396991
383	0.0122105664
384	0.01216469665
385	0.01210780137
386	0.01208750107
387	0.01206832804
388	0.01204878188
389	0.0120341257
390	0.01201702786
391	0.0119907144
392	0.01195006138
393	0.01185566398
394	0.01181038269
395	0.01176568079
396	0.01174621845
397	0.01166459812
398	0.01161851219
399	0.01155587939
400	0.01152352745
401	0.0114966395
402	0.01146034524
403	0.0114430042
404	0.0113990701
405	0.01138265292
406	0.01133573545
407	0.01131336365
408	0.01126279694
409	0.01125482501
410	0.01121743142
411	0.01120162878
412	0.01118169073
413	0.01114742344
414	0.01112388529
415	0.01111392636
416	0.01108793277
417	0.01105205401
418	0.01100943252
419	0.01099599949
420	0.01093704568
421	0.0109244157
422	0.01087945752
423	0.01086421503
424	0.01084850368
425	0.01083534937
426	0.01081466855
427	0.01080012664
428	0.01079073591
429	0.01076198505
430	0.01075354325
431	0.01072626889
432	0.01070738452
433	0.0106712784
434	0.01062773694
435	0.01061951593
436	0.01056698223
437	0.01054082436
438	0.01052657857
439	0.01048401839
440	0.01047765265
441	0.01044873352
442	0.01043904203
443	0.01041449067
444	0.01038847052
445	0.01032611603
446	0.01030401589
447	0.01028976572
448	0.01026093208
449	0.01025339415
450	0.01023473321
451	0.01022379907
452	0.01018552121
453	0.01011877332
454	0.01005141172
455	0.009965341672
456	0.009960953229
457	0.009846662013
458	0.009793344407
459	0.009755878321
460	0.009732598012
461	0.009712295626
462	0.009705665538
463	0.00970172386
464	0.009696138197
465	0.009659447052
466	0.009644408839
467	0.00962413769
468	0.00959422163
469	0.009580942173
470	0.009509684353
471	0.009500034947
472	0.009490610293
473	0.009397420915
474	0.009377196574
475	0.009338184226
476	0.009317905275
477	0.009292785451
478	0.009272860315
479	0.00924378671
480	0.009236436934
481	0.009218755663
482	0.009213745211
483	0.009150109274
484	0.009141119063
485	0.009115678227
486	0.009094477695
487	0.009072364779
488	0.009063988244
489	0.009050098757
490	0.008999307421
491	0.008933775595
492	0.008894482066
493	0.00888489206
494	0.008841146464
495	0.008816676216
496	0.008804973576
497	0.008795876622
498	0.008732358982
499	0.008717849179
500	0.008713574147
501	0.008682080509
502	0.008658663268
503	0.00861948825
504	0.008610672423
505	0.008521944438
506	0.008512785683
507	0.008495422948
508	0.008470703501
509	0.00846100386
510	0.008451296288
511	0.008431941885
512	0.008424952775
513	0.008399223589
514	0.00839274465
515	0.008357491932
516	0.008349526601
517	0.008345386996
518	0.008321921905
519	0.008316834072
520	0.008308565987
521	0.008297396394
522	0.008279757595
523	0.008233320244
524	0.008212095087
525	0.008206213258
526	0.008200102687
527	0.008187048533
528	0.00814772956
529	0.008114414526
530	0.008096231479
531	0.008015705097
532	0.007950074586
533	0.007937966631
534	0.00790643197
535	0.007897416139
536	0.007859312025
537	0.007840295185
538	0.007837568235
539	0.007800834879
540	0.007793487294
541	0.007769966791
542	0.007762154395
543	0.007748287701
544	0.007729666396
545	0.00771062622
546	0.00767155167
547	0.007643296244
548	0.007632193194
549	0.007614937443
550	0.007599286151
551	0.00752802047
552	0.007508175534
553	0.007492585837
554	0.007470842828
555	0.007464337882
556	0.007459950645
557	0.007456335528
558	0.007389074539
559	0.0073035108
560	0.007272175446
561	0.00726447859
562	0.007215213946
563	0.00718380763
564	0.007172685352
565	0.007168295786
566	0.007159560724
567	0.0071499918
568	0.007142927209
569	0.007132757415
570	0.007072614323
571	0.00706573402
572	0.007040978518
573	0.007025607854
574	0.007019970681
575	0.006960353252
576	0.00693916303
577	0.006912445693
578	0.006900299396
579	0.006894350343
580	0.006886921877
581	0.006861359311
582	0.00684432391
583	0.00683822874
584	0.006825803476
585	0.006822386744
586	0.006793271335
587	0.006779556569
588	0.006772344033
589	0.006764368949
590	0.006752053708
591	0.006745938052
592	0.006721276886
593	0.006704396172
594	0.006699303121
595	0.006692487799
596	0.006681410951
597	0.00667684224
598	0.006668607122
599	0.006652844558
600	0.006646166247
601	0.006643565916
602	0.00663417207
603	0.006628672948
604	0.00660725079
605	0.006597279577
606	0.006587736192
607	0.006567378887
608	0.006559054338
609	0.006547232731
610	0.006535016975
611	0.006529659613
612	0.006523609531
613	0.006519287896
614	0.006502687212
615	0.00648963112
616	0.006485317899
617	0.006473629545
618	0.006470825503
619	0.006464440696
620	0.006434192135
621	0.00641380578
622	0.006395030503
623	0.006392300333
624	0.00638311877
625	0.006372201091
626	0.006362529921
627	0.006353103372
628	0.006348287671
629	0.006332361085
630	0.006324897634
631	0.006317847875
632	0.006306150413
633	0.00630120965
634	0.006296974619
635	0.006267788233
636	0.006260785607
637	0.00624567639
638	0.006233493002
639	0.006226837742
640	0.006219412136
641	0.006197956459
642	0.006183953137
643	0.00616802153
644	0.006157481943
645	0.006132092155
646	0.006115679677
647	0.006103885047
648	0.006101726941
649	0.006087477065
650	0.006081860502
651	0.006056250787
652	0.006052538802
653	0.006028220646
654	0.006019190082
655	0.006014174673
656	0.006004420722
657	0.005979268551
658	0.005944944137
659	0.00592415055
660	0.005920633617
661	0.005913726416
662	0.00590797729
663	0.005888585254
664	0.005869645036
665	0.005866836832
666	0.005859649129
667	0.00585495452
668	0.005807135023
669	0.005800535895
670	0.005778711293
671	0.00576109468
672	0.005745325493
673	0.005710614241
674	0.005706550604
675	0.00570244487
676	0.005697518849
677	0.005692334709
678	0.005682390266
679	0.005674272346
680	0.005644410923
681	0.005630852226
682	0.005613410551
683	0.005602026362
684	0.005593752337
685	0.005581402736
686	0.005578818061
687	0.005576759738
688	0.005573074671
689	0.005570398434
690	0.005569708587
691	0.005564672214
692	0.005548094158
693	0.005545325692
694	0.005541389279
695	0.005519515
696	0.005512186975
697	0.005504170419
698	0.005460827796
699	0.005456850583
700	0.005440236207
701	0.005435808692
702	0.005420351555
703	0.005408283383
704	0.005405441186
705	0.005400048598
706	0.005396878465
707	0.005390801839
708	0.005383989954
709	0.005378226884
710	0.005375534052
711	0.0053706856
712	0.005368074713
713	0.005362770026
714	0.005351969304
715	0.005341910216
716	0.005337871843
717	0.005325164354
718	0.0052974897
719	0.005278699296
720	0.005274673439
721	0.005258332243
722	0.005245287701
723	0.005236097606
724	0.005210196283
725	0.005200303902
726	0.005189738959
727	0.005185012173
728	0.005182551802
729	0.005163548397
730	0.005151346398
731	0.005147980565
732	0.005110414747
733	0.00510047201
734	0.005097661409
735	0.005091770874
736	0.005088328918
737	0.005082512498
738	0.005054748317
739	0.005051951755
740	0.005047230469
741	0.005008612691
742	0.005002388702
743	0.004990204035
744	0.004985176504
745	0.004978509475
746	0.004962780843
747	0.00495439939
748	0.004922416031
749	0.004918557873
750	0.00491154871
751	0.004909904361
752	0.004881655058
753	0.004877817058
754	0.004853833369
755	0.004839866505
756	0.00483643661
757	0.004826731415
758	0.004825857996
759	0.004824496074
760	0.004818528968
761	0.004814746471
762	0.004807705885
763	0.004804149182
764	0.004786392718
765	0.004782819841
766	0.004767684592
767	0.004753567845
768	0.00474083701
769	0.004737666399
770	0.004734596344
771	0.004721104495
772	0.004720349133
773	0.004707052094
774	0.004704302951
775	0.004695691835
776	0.004689586474
777	0.004675084439
778	0.004666527135
779	0.004634977362
780	0.004630364964
781	0.004627408264
782	0.004615979736
783	0.004609181054
784	0.004595386107
785	0.00459159755
786	0.004587353574
787	0.004583561232
788	0.004574726702
789	0.004571601656
790	0.004565481459
791	0.004538397152
792	0.004536219243
793	0.004533905968
794	0.004531182991
795	0.004520645305
796	0.004516690281
797	0.004513744705
798	0.004507260235
799	0.00449128531
800	0.00448483681
801	0.00447917363
802	0.004474142009
803	0.004461069576
804	0.004451285127
805	0.004436394604
806	0.004429635671
807	0.004417750549
808	0.004409294639
809	0.004404403174
810	0.004403473416
811	0.004396803604
812	0.00439062171
813	0.004377139504
814	0.004375083905
815	0.004370874729
816	0.004368540093
817	0.004361772543
818	0.004354847699
819	0.004349511265
820	0.004346171597
821	0.004340122162
822	0.004334095588
823	0.004331207075
824	0.004319792171
825	0.004313262746
826	0.004307394427
827	0.004304205032
828	0.004301173662
829	0.004298625297
830	0.00429551269
831	0.004292324107
832	0.004288621514
833	0.004269252323
834	0.004267024777
835	0.004263492772
836	0.004252649332
837	0.004237029977
838	0.004208204515
839	0.00418413646
840	0.004169517516
841	0.004161370689
842	0.004152191001
843	0.004144256443
844	0.004143100926
845	0.004139973322
846	0.004137675159
847	0.004135200352
848	0.004128545458
849	0.004120584452
850	0.004114185311
851	0.004112368923
852	0.004107614156
853	0.00410472023
854	0.004095663374
855	0.004087638231
856	0.004076000205
857	0.004072977859
858	0.004065545998
859	0.004054101424
860	0.004053317503
861	0.004052356506
862	0.004048796345
863	0.004047501549
864	0.004040075866
865	0.004034303797
866	0.004031257197
867	0.004023399698
868	0.004020884274
869	0.004014966145
870	0.004012877426
871	0.003996310807
872	0.003994303723
873	0.003988073526
874	0.003951149119
875	0.003938963886
876	0.003936850695
877	0.00390461262
878	0.003899383615
879	0.003897589731
880	0.003883737347
881	0.003871031381
882	0.003860505395
883	0.003855118764
884	0.003843343358
885	0.003841937577
886	0.00383955574
887	0.003834763776
888	0.003832232349
889	0.003827085695
890	0.003822013636
891	0.003819422783
892	0.003809828849
893	0.003807854437
894	0.003799503591
895	0.003795821027
896	0.003789047551
897	0.003786187755
898	0.003783521875
899	0.003778750461
900	0.003775281461
901	0.003772168469
902	0.003770630849
903	0.003768066202
904	0.003765208873
905	0.003763062238
906	0.003760817571
907	0.003758908832
908	0.00375538827
909	0.003751020864
910	0.0037492581
911	0.003746808749
912	0.003740491749
913	0.003737064187
914	0.003730457167
915	0.00372613479
916	0.003719661128
917	0.003717272226
918	0.003697676883
919	0.003687203736
920	0.003685891995
921	0.003675594858
922	0.003644799125
923	0.003640688001
924	0.003637949688
925	0.003629387168
926	0.003626244769
927	0.003624898665
928	0.003622658256
929	0.003610968571
930	0.003601030106
931	0.003596018574
932	0.003586131353
933	0.003579173097
934	0.003576426853
935	0.003573453211
936	0.003571497213
937	0.003565788386
938	0.00355037498
939	0.00353584484
940	0.003522015599
941	0.003519840529
942	0.003518125698
943	0.003516269511
944	0.003510855725
945	0.003504349978
946	0.003503982148
947	0.003499702632
948	0.003491290748
949	0.003482280924
950	0.003482083732
951	0.003466782117
952	0.003465484799
953	0.003462689218
954	0.003460082025
955	0.003455218997
956	0.003439155976
957	0.003437914837
958	0.003433199959
959	0.003431024409
960	0.00342820227
961	0.003426821641
962	0.003425580502
963	0.003421008787
964	0.003418636332
965	0.003410542337
966	0.003404742912
967	0.003399781776
968	0.003395500577
969	0.003384102006
970	0.003381508907
971	0.003372118402
972	0.003367329429
973	0.003363114079
974	0.00335446323
975	0.003345156674
976	0.003342360987
977	0.003340784255
978	0.00333842017
979	0.003332617975
980	0.003330124632
981	0.003328809692
982	0.003323725947
983	0.003322227467
984	0.003321208518
985	0.00331252377
986	0.003305324704
987	0.003301021435
988	0.0032986434
989	0.003297516366
990	0.003296264493
991	0.003289760114
992	0.003287868306
993	0.003282931182
994	0.003279965444
995	0.003276298521
996	0.003273671405
997	0.003272555526
998	0.003254871027
999	0.003252670065
